id,entry_time,exit_time,symbol,side,entry_price,exit_price,quantity,pnl_usd,pnl_pct,exit_reason,status
c319e091-ccb4-4af2-8d47-4d8b25f64baa,2026-01-01 19:00:00,2026-01-02 16:00:00,SOL,BUY,125.82288,130.1945378781,15.903307888,64.4170354841,,,CLOSED
306080b7-2a4e-4d57-a1e7-e13262f9bacf,2026-01-04 11:00:00,2026-01-06 05:00:00,SOL,BUY,134.457195,139.3328826034,15.0708134102,68.3044090064,,,CLOSED
