id,entry_time,exit_time,symbol,side,entry_price,exit_price,quantity,pnl_usd,pnl_pct,exit_reason,status
1aed095b-2fb9-4bb6-8e56-86713ffdaae2,2025-02-21 15:00:00,2025-02-21 18:00:00,BTC,BUY,98153.09202,96911.6414875051,0.0203865203,-30.2733931599,,,CLOSED
3077fb94-cc55-4d44-9c69-901f2e6f7858,2025-03-19 15:00:00,2025-03-21 12:00:00,BTC,BUY,84775.416525,83673.0767960555,0.0234559058,-30.7888027956,,,CLOSED
67f5be60-2ff2-47ef-b16f-bed0bc13f0f0,2025-03-24 13:00:00,2025-03-25 03:00:00,BTC,BUY,87748.31223,86781.8793427594,0.0112581346,-13.3336169095,,,CLOSED
69c5895c-2228-442d-b16d-0bbaed8ed4da,2025-03-25 04:00:00,2025-03-28 07:00:00,BTC,BUY,86590.443585,85443.5265108091,0.0113767221,-15.4913731091,,,CLOSED
a9203f52-74e4-4125-9354-2cb823952669,2025-04-21 01:00:00,2025-04-22 13:00:00,BTC,BUY,87336.716535,89922.9710567982,0.0112428892,26.5785650226,,,CLOSED
39ef816c-0188-43c2-bf36-f7e22482635a,2025-05-08 03:00:00,2025-05-08 21:00:00,BTC,BUY,99202.366395,102741.7707646717,0.0199014841,65.3980548327,,,CLOSED
cd32a9e5-23b4-4568-9b58-25adcb7b7006,2025-05-09 23:00:00,2025-05-12 18:00:00,BTC,BUY,103023.475995,101685.3312410015,0.0194135516,-30.9393038989,,,CLOSED
4ad52d61-8b90-40d8-8a56-c5f0f6c376eb,2025-06-09 21:00:00,2025-06-10 14:00:00,BTC,BUY,110028.736875,108758.0222344752,0.0180613674,-27.8845913753,,,CLOSED
b91981ff-186a-45b1-8742-ab11c41c8922,2025-06-10 15:00:00,2025-06-12 03:00:00,BTC,BUY,109069.92771,107843.3064274882,0.0090570903,-13.562595823,,,CLOSED
27909117-b4e5-4a9f-a360-accef7fc00bb,2025-06-16 22:00:00,2025-06-17 08:00:00,BTC,BUY,107753.860005,106526.4515102692,0.0091416074,-13.6662644906,,,CLOSED
773b8d67-e4ff-481b-86ca-00522f176ef0,2025-06-17 11:00:00,2025-06-17 15:00:00,BTC,BUY,105694.290735,104469.4726407761,0.0092929363,-13.820609,,,CLOSED
9456138c-a325-4792-9470-8594f928d0d0,2025-06-24 21:00:00,2025-07-03 09:00:00,BTC,BUY,106042.044525,109809.1730993978,0.009235455,32.2905934376,,,CLOSED
799c228f-8da4-4516-86c8-7389fccc6749,2025-07-03 13:00:00,2025-07-03 15:00:00,BTC,BUY,110310.757815,109078.2190238748,0.0178715098,-26.9228376037,,,CLOSED
b14127a2-03b5-4976-8c64-c997549a882f,2025-07-03 16:00:00,2025-07-04 13:00:00,BTC,BUY,109343.10423,108028.7312185306,0.0179275209,-28.4287314998,,,CLOSED
94382cad-f5b0-478c-ba1f-1c68583f5522,2025-07-10 00:00:00,2025-07-10 21:00:00,BTC,BUY,110972.11833,114240.7068200573,0.0087791483,26.2167782281,,,CLOSED
